gene,sig,sig_cell_types
STAT5B,0,[]
STC2,0,[]
SLC29A3,0,[]
TAB1,0,[]
SYTL2,0,[]
SYT16,0,[]
SYP,0,[]
SYNRG,0,[]
SYNPO2,0,[]
SYNM,0,[]
SYNGR3,0,[]
SYNCRIP,0,[]
SYK,0,[]
SYCP1,0,[]
SWT1,0,[]
SVIL,0,[]
SVEP1,0,[]
SV2C,0,[]
SUV39H1,0,[]
SYVN1,0,[]
TAB2,0,[]
SUPV3L1,0,[]
TAC1,0,[]
TAS2R38,0,[]
TARDBP,0,[]
TANGO2,0,[]
TAL2,0,[]
TAL1,0,[]
TAFA5,0,[]
TAFA4,0,[]
TAF1,0,[]
TADA2A,0,[]
TACR3,0,[]
TACR2,0,[]
TACR1,0,[]
TACC2,0,[]
TAC4,0,[]
TAC3,0,[]
SURF6,0,[]
SUMO4,0,[]
STH,0,[]
STOML1,0,[]
STMN1,0,[]
STK40,0,[]
STK4,0,[]
STK39,0,[]
STK35,0,[]
STK33,0,[]
STK32C,0,[]
STK32A,0,[]
STK31,0,[]
STK3,0,[]
STK16,0,[]
STK11,0,[]
STIM2,0,[]
STIM1,0,[]
STIL,0,[]
STMN2,0,[]
STRIP1,0,[]
SUMO1,0,[]
STRIP2,0,[]
SULT2A1,0,[]
SULT1A1,0,[]
SULF1,0,[]
SUGP2,0,[]
SUGCT,0,[]
STYK1,0,[]
STXBP5,0,[]
STXBP4,0,[]
STX7,0,[]
STX1A,0,[]
STX11,0,[]
STUB1,0,[]
STS,0,[]
STRN4,0,[]
STRN3,0,[]
SPAG6,0,[]
SPAG5,0,[]
SPAG17,0,[]
SMAD7,0,[]
SMAD3,0,[]
SMAD2,0,[]
SMAD1,0,[]
SLMAP,0,[]
SLITRK5,0,[]
SLITRK2,0,[]
SLITRK1,0,[]
SLIT3,0,[]
SLIT2,0,[]
SLFN5,0,[]
SLFN11,0,[]
SLCO2B1,0,[]
SLCO1C1,0,[]
SLCO1B3,0,[]
SLCO1B1,0,[]
SMAD4,0,[]
SMAP2,0,[]
SLC9A3R1,0,[]
SMARCA1,0,[]
SMO,0,[]
SMN2,0,[]
SMN1,0,[]
SMCHD1,0,[]
SMC4,0,[]
SMC3,0,[]
SMC1A,0,[]
SMARCE1,0,[]
SMARCC1,0,[]
SMARCB1,0,[]
SMARCAL1,0,[]
SMARCAD1,0,[]
SMARCA5,0,[]
SMARCA4,0,[]
SMARCA2,0,[]
SLC9A3R2,0,[]
SLC9A3,0,[]
SPAG1,0,[]
SLC4A1,0,[]
SLC3A2,0,[]
SLC3A1,0,[]
SLC39A9,0,[]
SLC39A11,0,[]
SLC38A7,0,[]
SLC37A4,0,[]
SLC35G2,0,[]
SLC35E1,0,[]
SLC30A8,0,[]
SLC30A7,0,[]
SLC2A9,0,[]
SLC2A4RG,0,[]
SLC2A4,0,[]
SLC2A2,0,[]
SLC2A1,0,[]
SLC43A2,0,[]
SLC4A1AP,0,[]
SLC9A1,0,[]
SLC5A1,0,[]
SLC7A7,0,[]
SLC7A5,0,[]
SLC7A11,0,[]
SLC6A9,0,[]
SLC6A5,0,[]
SLC6A4,0,[]
SLC6A3,0,[]
SLC6A2,0,[]
SLC6A17,0,[]
SLC6A12,0,[]
SLC6A1,0,[]
SLC5A7,0,[]
SLC5A5,0,[]
SLC5A3,0,[]
SLC5A2,0,[]
SMOC1,0,[]
SMOC2,0,[]
SMOX,0,[]
SOX14,0,[]
SOX10,0,[]
SOX1,0,[]
SOSTDC1,0,[]
SOST,0,[]
SOS1,0,[]
SORT1,0,[]
SORL1,0,[]
SORD,0,[]
SORCS2,0,[]
SORCS1,0,[]
SOHLH2,0,[]
SOD3,0,[]
SOD1,0,[]
SOCS2,0,[]
SOCS1,0,[]
SOX11,0,[]
SOX17,0,[]
SMPD1,0,[]
SOX18,0,[]
SPAAR,0,[]
SPA17,0,[]
SP9,0,[]
SP3,0,[]
SP140,0,[]
SP110,0,[]
SP1,0,[]
SOX9,0,[]
SOX8,0,[]
SOX6,0,[]
SOX5,0,[]
SOX30,0,[]
SOX21,0,[]
SOX2-OT,0,[]
SOX2,0,[]
SOAT1,0,[]
SNX8,0,[]
SNX4,0,[]
SNX33,0,[]
SNHG11,0,[]
SNHG1,0,[]
SND1,0,[]
SNCA,0,[]
SNAP47,0,[]
SNAP25,0,[]
SNAP23,0,[]
SNAI2,0,[]
SNAI1,0,[]
SMYD3,0,[]
SMURF2,0,[]
SMURF1,0,[]
SMTN,0,[]
SMPDL3B,0,[]
SMPD3,0,[]
SNHG15,0,[]
SNHG17,0,[]
SNHG8,0,[]
SNX10,0,[]
SNX30,0,[]
SNX27,0,[]
SNX19,0,[]
SNX16,0,[]
SNX15,0,[]
SNX11,0,[]
SNX1,0,[]
SNRNP200,0,[]
SNURF,0,[]
SNTG2,0,[]
SNTB2,0,[]
SNRPD3,0,[]
SNRPD1,0,[]
SNRPB,0,[]
MAP3K1,0,[]
A2ML1,0,[]
MAP2K4,0,[]
CLEC4D,0,[]
CLEC4A,0,[]
CLEC2A,0,[]
CLEC16A,0,[]
CLEC14A,0,[]
CLEC12A,0,[]
CLEC10A,0,[]
CLDN7,0,[]
CLDN5,0,[]
CLDN18,0,[]
CLDN1,0,[]
CLCN5,0,[]
CLCN4,0,[]
CLCN3,0,[]
CKS2,0,[]
CKAP5,0,[]
CLEC4C,0,[]
CLEC4M,0,[]
CISD2,0,[]
CLEC5A,0,[]
CLSTN1,0,[]
CLPX,0,[]
CLPTM1L,0,[]
CLOCK,0,[]
CLNK,0,[]
CLN5,0,[]
CLN3,0,[]
CLK4,0,[]
CLK3,0,[]
CLK2,0,[]
CLIC3,0,[]
CLGN,0,[]
CLEC9A,0,[]
CLEC7A,0,[]
CLEC6A,0,[]
CKAP2,0,[]
CIP2A,0,[]
CGNL1,0,[]
CHRM3,0,[]
CHRM1,0,[]
CHRDL2,0,[]
CHRAC1,0,[]
CHODL,0,[]
CHIT1,0,[]
CHFR,0,[]
CHEK2,0,[]
CHEK1,0,[]
CHD7,0,[]
CHD5,0,[]
CHD3,0,[]
CHAMP1,0,[]
CHAF1A,0,[]
CHAD,0,[]
CH25H,0,[]
CHRM2,0,[]
CHRM4,0,[]
CINP,0,[]
CHRM5,0,[]
CILP2,0,[]
CIITA,0,[]
CIDEC,0,[]
CHUK,0,[]
CHST8,0,[]
CHRNB4,0,[]
CHRNB3,0,[]
CHRNB2,0,[]
CHRNB1,0,[]
CHRNA7,0,[]
CHRNA6,0,[]
CHRNA5,0,[]
CHRNA4,0,[]
CHRNA3,0,[]
CHRNA2,0,[]
CLSTN3,0,[]
CLTC,0,[]
CMA1,0,[]
CP,0,[]
CORO1C,0,[]
CORO1B,0,[]
CORIN,0,[]
COQ8A,0,[]
COPS5,0,[]
COMT,0,[]
COMP,0,[]
COLQ,0,[]
COLEC12,0,[]
COL7A1,0,[]
COL5A2,0,[]
COL5A1,0,[]
COL4A5,0,[]
COL4A4,0,[]
COL4A3,0,[]
CORT,0,[]
CPA4,0,[]
CMKLR1,0,[]
CPA5,0,[]
CREB3,0,[]
CREB1,0,[]
CRB2,0,[]
CR2,0,[]
CPZ,0,[]
CPXM2,0,[]
CPSF6,0,[]
CPS1,0,[]
CPNE9,0,[]
CPLX3,0,[]
CPEB3,0,[]
CPEB2,0,[]
CPEB1,0,[]
CPB2,0,[]
CPA6,0,[]
COL4A2,0,[]
COL4A1,0,[]
COL2A1,0,[]
COL25A1,0,[]
CNR1,0,[]
CNP,0,[]
CNOT1,0,[]
CNNM3,0,[]
CNNM1,0,[]
CNMD,0,[]
CNKSR3,0,[]
CNIH4,0,[]
CNGB3,0,[]
CNGB1,0,[]
CNDP1,0,[]
CMYA5,0,[]
CMTM8,0,[]
CMTM5,0,[]
CMSS1,0,[]
CNR2,0,[]
CNST,0,[]
CNTF,0,[]
COBLL1,0,[]
COL23A1,0,[]
COL18A1,0,[]
COL17A1,0,[]
COL11A1,0,[]
COL10A1,0,[]
COIL,0,[]
COASY,0,[]
CNTLN,0,[]
CNTROB,0,[]
CNTNAP4,0,[]
CNTNAP3,0,[]
CNTNAP1,0,[]
CNTN6,0,[]
CNTN2,0,[]
CGRRF1,0,[]
CGB3,0,[]
CREBBP,0,[]
CD93,0,[]
CD86,0,[]
CD84,0,[]
CD83,0,[]
CD82,0,[]
CD80,0,[]
CD79B,0,[]
CD79A,0,[]
CD72,0,[]
CD70,0,[]
CD7,0,[]
CD68,0,[]
CD6,0,[]
CD5L,0,[]
CD59,0,[]
CD58,0,[]
CD8B,0,[]
CD99,0,[]
CD5,0,[]
CDA,0,[]
CDCA3,0,[]
CDCA2,0,[]
CDC73,0,[]
CDC6,0,[]
CDC42BPG,0,[]
CDC42,0,[]
CDC37,0,[]
CDC34,0,[]
CDC27,0,[]
CDC25C,0,[]
CDC25A,0,[]
CDC20,0,[]
CDC14A,0,[]
CDC123,0,[]
CDAN1,0,[]
CD55,0,[]
CD47,0,[]
CGAS,0,[]
CD274,0,[]
CD248,0,[]
CD247,0,[]
CD244,0,[]
CD226,0,[]
CD22,0,[]
CD209,0,[]
CD207,0,[]
CD200,0,[]
CD2,0,[]
CD1D,0,[]
CD19,0,[]
CD180,0,[]
CD177,0,[]
CD160,0,[]
CD151,0,[]
CD27,0,[]
CD276,0,[]
CD46,0,[]
CD28,0,[]
CD40LG,0,[]
CD40,0,[]
CD4,0,[]
CD3G,0,[]
CD3EAP,0,[]
CD3E,0,[]
CD38,0,[]
CD36,0,[]
CD34,0,[]
CD33,0,[]
CD320,0,[]
CD300C,0,[]
CD300A,0,[]
CD2BP2,0,[]
CD2AP,0,[]
CDCA7L,0,[]
CDCP1,0,[]
CDH1,0,[]
CEP170,0,[]
CEP112,0,[]
CENPV,0,[]
CENPF,0,[]
CENPB,0,[]
CENPA,0,[]
CEMIP2,0,[]
CELSR3,0,[]
CELSR2,0,[]
CELSR1,0,[]
CEACAM8,0,[]
CEACAM3,0,[]
CEACAM1,0,[]
CDX2,0,[]
CDX1,0,[]
CDV3,0,[]
CEP128,0,[]
CEP19,0,[]
CDH11,0,[]
CEP44,0,[]
CFTR,0,[]
CFLAR,0,[]
CFL2,0,[]
CFHR1,0,[]
CFH,0,[]
CFDP1,0,[]
CFC1,0,[]
CFAP47,0,[]
CFAP46,0,[]
CFAP43,0,[]
CFAP20,0,[]
CETP,0,[]
CES1,0,[]
CEP85,0,[]
CEP55,0,[]
CDSN,0,[]
CDR2L,0,[]
CDKN3,0,[]
CDKN2B,0,[]
CDK16,0,[]
CDK14,0,[]
CDK10,0,[]
CDK1,0,[]
CDHR2,0,[]
CDHR1,0,[]
CDH7,0,[]
CDH6,0,[]
CDH5,0,[]
CDH3,0,[]
CDH23,0,[]
CDH22,0,[]
CDH2,0,[]
CDH16,0,[]
CDH13,0,[]
CDK17,0,[]
CDK18,0,[]
CDK2,0,[]
CDKAL1,0,[]
CDKN2AIP,0,[]
CDKN2A,0,[]
CDKN1C,0,[]
CDKN1B,0,[]
CDKL3,0,[]
CDKL1,0,[]
CDK9,0,[]
CDK3,0,[]
CDK8,0,[]
CDK7,0,[]
CDK6,0,[]
CDK5RAP1,0,[]
CDK5,0,[]
CDK4,0,[]
CREB5,0,[]
CREG1,0,[]
CD101,0,[]
DLL3,0,[]
DLK2,0,[]
DLK1,0,[]
DLG4,0,[]
DLG1,0,[]
DLEU2,0,[]
DLEU1,0,[]
DLEC1,0,[]
DLD,0,[]
DKK1,0,[]
DKC1,0,[]
DISC1,0,[]
DIS3L2,0,[]
DIS3,0,[]
DIRAS3,0,[]
DIP2B,0,[]
DLL1,0,[]
DLL4,0,[]
DICER1,0,[]
DLX4,0,[]
DNAH7,0,[]
DNAH5,0,[]
DNAH2,0,[]
DNAH14,0,[]
DNAH12,0,[]
DNAH11,0,[]
DNAH10,0,[]
DNAH1,0,[]
DMXL2,0,[]
DMXL1,0,[]
DMRT2,0,[]
DMPK,0,[]
DMKN,0,[]
DMD,0,[]
DMBX1,0,[]
DIP2A,0,[]
DIABLO,0,[]
DDX10,0,[]
DEFA1,0,[]
DDX58,0,[]
DDX55,0,[]
DDX53,0,[]
DDX51,0,[]
DDX50,0,[]
DDX43,0,[]
DDX3Y,0,[]
DDX3X,0,[]
DDX39B,0,[]
DDX31,0,[]
DDX28,0,[]
DDX27,0,[]
DDX25,0,[]
DDX21,0,[]
DDX20,0,[]
DDX6,0,[]
DEFA6,0,[]
DHX9,0,[]
DEFB103B,0,[]
DHX57,0,[]
DHX34,0,[]
DHX30,0,[]
DHX29,0,[]
DHRS2,0,[]
DHRS1,0,[]
DHODH,0,[]
DHFR,0,[]
DHDDS,0,[]
DHCR7,0,[]
DGAT1,0,[]
DERL3,0,[]
DEPTOR,0,[]
DEPDC7,0,[]
DEFB4A,0,[]
DNAH8,0,[]
DNAH9,0,[]
DNAI1,0,[]
DVL3,0,[]
DVL1,0,[]
DUX4,0,[]
DUSP5,0,[]
DUSP28,0,[]
DUSP23,0,[]
DUSP13,0,[]
DUOXA2,0,[]
DUOXA1,0,[]
DUOX2,0,[]
DTX1,0,[]
DTNBP1,0,[]
DTNA,0,[]
DST,0,[]
DSG3,0,[]
DSG2,0,[]
DVL2,0,[]
DYDC1,0,[]
DNAJA3,0,[]
DYNC1H1,0,[]
ECHDC1,0,[]
ECEL1,0,[]
ECE1,0,[]
ECD,0,[]
EBP,0,[]
EBI3,0,[]
EBF2,0,[]
EBF1,0,[]
E4F1,0,[]
E2F4,0,[]
E2F3,0,[]
E2F1,0,[]
DZIP1L,0,[]
DYRK1B,0,[]
DYRK1A,0,[]
DSG1,0,[]
DRG1,0,[]
DRD5,0,[]
DRD3,0,[]
DOC2A,0,[]
DNTT,0,[]
DNPEP,0,[]
DNMT3B,0,[]
DNMT3A,0,[]
DNMT1,0,[]
DNM2,0,[]
DNASE1L3,0,[]
DNAJC9,0,[]
DNAJC17,0,[]
DNAJC10,0,[]
DNAJB5,0,[]
DNAJB4,0,[]
DNAJB2,0,[]
DNAJB12,0,[]
DOCK9,0,[]
DOK5,0,[]
DOK7,0,[]
DPY19L2,0,[]
DRD2,0,[]
DRD1,0,[]
DRC3,0,[]
DRC1,0,[]
DPYSL2,0,[]
DPYD,0,[]
DPPA2,0,[]
DOT1L,0,[]
DPP8,0,[]
DPP4,0,[]
DPM1,0,[]
DPF3,0,[]
DPF2,0,[]
DPAGT1,0,[]
DDX19A,0,[]
DDX1,0,[]
CREG2,0,[]
CTSA,0,[]
CTNND2,0,[]
CTNND1,0,[]
CTNNB1,0,[]
CTNNAL1,0,[]
CTLA4,0,[]
CTHRC1,0,[]
CTH,0,[]
CTCFL,0,[]
CTCF,0,[]
CTBP2,0,[]
CTBP1,0,[]
CTAG1B,0,[]
CST7,0,[]
CST5,0,[]
CST4,0,[]
CTRL,0,[]
CTSG,0,[]
CST1,0,[]
CTSH,0,[]
CX3CL1,0,[]
CUZD1,0,[]
CUX2,0,[]
CUTA,0,[]
CUL5,0,[]
CUL4B,0,[]
CUL4A,0,[]
CUL3,0,[]
CUL2,0,[]
CUL1,0,[]
CUEDC2,0,[]
CUBN,0,[]
CTXN3,0,[]
CTTNBP2NL,0,[]
CTTN,0,[]
CST2,0,[]
CSRP3,0,[]
DDR2,0,[]
CRYZ,0,[]
CRYGC,0,[]
CRYBG3,0,[]
CRYBG1,0,[]
CRYBB3,0,[]
CRYAA,0,[]
CRTAM,0,[]
CRTAC1,0,[]
CRNN,0,[]
CRNDE,0,[]
CRKL,0,[]
CRK,0,[]
CRIPT,0,[]
CRHR2,0,[]
CRHR1,0,[]
CRH,0,[]
CRYGS,0,[]
CRYZL1,0,[]
CSRP1,0,[]
CSE1L,0,[]
CSPP1,0,[]
CSPG4,0,[]
CSNK2B,0,[]
CSNK2A2,0,[]
CSNK2A1,0,[]
CSNK1G1,0,[]
CSNK1E,0,[]
CSNK1A1L,0,[]
CSNK1A1,0,[]
CSF3R,0,[]
CSF3,0,[]
CSF2RB,0,[]
CSF2RA,0,[]
CSF2,0,[]
CSF1,0,[]
CX3CR1,0,[]
CXADR,0,[]
CXCL10,0,[]
DAZAP1,0,[]
DAPK1,0,[]
DAP3,0,[]
DAOA,0,[]
DAO,0,[]
DAG1,0,[]
DACT2,0,[]
DACH2,0,[]
DACH1,0,[]
DAB2,0,[]
DAB1,0,[]
CYTOR,0,[]
CYTH2,0,[]
CYSLTR2,0,[]
CYSLTR1,0,[]
CYREN,0,[]
DAXX,0,[]
DAZAP2,0,[]
CXCL11,0,[]
DAZL,0,[]
DDR1,0,[]
DDIT4L,0,[]
DDIT3,0,[]
DDI2,0,[]
DDC,0,[]
DDB2,0,[]
DDB1,0,[]
DCX,0,[]
DCTN1,0,[]
DCT,0,[]
DCLK1,0,[]
DCDC1,0,[]
DCAF1,0,[]
DBR1,0,[]
DBN1,0,[]
CYP7A1,0,[]
CYP4F2,0,[]
CYP46A1,0,[]
CYP3A5,0,[]
CYFIP2,0,[]
CYCS,0,[]
CYBC1,0,[]
CXCR6,0,[]
CXCR5,0,[]
CXCR4,0,[]
CXCR3,0,[]
CXCR2,0,[]
CXCR1,0,[]
CXCL9,0,[]
CXCL6,0,[]
CXCL5,0,[]
CXCL2,0,[]
CXCL16,0,[]
CXCL12,0,[]
CYHR1,0,[]
CYLD,0,[]
CYP11A1,0,[]
CYP27B1,0,[]
CYP2J2,0,[]
CYP2D6,0,[]
CYP2C9,0,[]
CYP2C8,0,[]
CYP2C19,0,[]
CYP2A6,0,[]
CYP27A1,0,[]
CYP11B2,0,[]
CYP24A1,0,[]
CYP20A1,0,[]
CYP1A2,0,[]
CYP1A1,0,[]
CYP19A1,0,[]
CYP17A1,0,[]
CD109,0,[]
CCT8,0,[]
ECPAS,0,[]
AP5B1,0,[]
AP3D1,0,[]
AP3B2,0,[]
AP2A2,0,[]
AP1S3,0,[]
AP1M1,0,[]
AP1B1,0,[]
AOX1,0,[]
AOC3,0,[]
AOAH,0,[]
ANXA8,0,[]
ANXA5,0,[]
ANXA3,0,[]
ANXA10,0,[]
ANPEP,0,[]
ANP32E,0,[]
AP3M2,0,[]
APAF1,0,[]
ANO1,0,[]
APC,0,[]
APOBEC3G,0,[]
APOBEC3F,0,[]
APOBEC3D,0,[]
APOBEC3C,0,[]
APOBEC3B,0,[]
APOB,0,[]
APMAP,0,[]
APLNR,0,[]
APLN,0,[]
APLF,0,[]
API5,0,[]
APH1B,0,[]
APEX2,0,[]
APEX1,0,[]
APELA,0,[]
ANO3,0,[]
ANKZF1,0,[]
ALG6,0,[]
ANGPT2,0,[]
ANAPC1,0,[]
AMOT,0,[]
AMIGO3,0,[]
AMIGO1,0,[]
AMH,0,[]
AMFR,0,[]
AMER1,0,[]
AMACR,0,[]
ALX1,0,[]
ALPL,0,[]
ALPK3,0,[]
ALPK1,0,[]
ALOX12,0,[]
ALKBH5,0,[]
ALK,0,[]
ANGPT1,0,[]
ANGPTL2,0,[]
ANKS6,0,[]
ANGPTL3,0,[]
ANKS1A,0,[]
ANKRD6,0,[]
ANKRD44,0,[]
ANKRD40,0,[]
ANKRD30A,0,[]
ANKRD17,0,[]
ANKRD13D,0,[]
ANKRD13A,0,[]
ANKK1,0,[]
ANKHD1,0,[]
ANK1,0,[]
ANGPTL8,0,[]
ANGPTL7,0,[]
ANGPTL6,0,[]
ANGPTL4,0,[]
APOL2,0,[]
APOL3,0,[]
APOM,0,[]
ATG5,0,[]
ATG16L1,0,[]
ATG10,0,[]
ATF6,0,[]
ATF4,0,[]
ATF3,0,[]
ATF2,0,[]
ATF1,0,[]
ATAD3A,0,[]
ASXL1,0,[]
ASTN2,0,[]
ASPN,0,[]
ASPM,0,[]
ASIC1,0,[]
ASH2L,0,[]
ASF1B,0,[]
ATG2A,0,[]
ATG7,0,[]
APP,0,[]
ATIC,0,[]
ATP7A,0,[]
ATP6V1H,0,[]
ATP6V1B1,0,[]
ATP5F1C,0,[]
ATP2B1,0,[]
ATP2A2,0,[]
ATP13A2,0,[]
ATP10D,0,[]
ATOH8,0,[]
ATOH7,0,[]
ATOH1,0,[]
ATM,0,[]
ATL3,0,[]
ATL2,0,[]
ATL1,0,[]
ASCL2,0,[]
ASCL1,0,[]
ASCC3,0,[]
ASCC2,0,[]
ARHGAP36,0,[]
ARHGAP35,0,[]
ARG2,0,[]
ARG1,0,[]
ARFIP1,0,[]
ARF6,0,[]
ARF1,0,[]
ARC,0,[]
AR,0,[]
AQP8,0,[]
AQP7,0,[]
AQP5,0,[]
AQP4,0,[]
APTX,0,[]
APPBP2,0,[]
ARHGEF2,0,[]
ARHGEF7,0,[]
ARID1A,0,[]
ARRB1,0,[]
ARX,0,[]
ART4,0,[]
ART3,0,[]
ART1,0,[]
ARRDC3,0,[]
ARRB2,0,[]
ARR3,0,[]
ARID3B,0,[]
ARNT,0,[]
ARMH3,0,[]
ARMC7,0,[]
ARMC5,0,[]
ARL8B,0,[]
ARL4D,0,[]
ALG9,0,[]
ALG2,0,[]
ATPAF1,0,[]
ACVRL1,0,[]
ACVR1B,0,[]
ACVR1,0,[]
ACTN4,0,[]
ACTN2,0,[]
ACTN1,0,[]
ACTL7A,0,[]
ACTL6A,0,[]
ACTBL2,0,[]
ACSL4,0,[]
ACRV1,0,[]
ACRBP,0,[]
ACPP,0,[]
ACOD1,0,[]
ACKR3,0,[]
ACHE,0,[]
ACVR2A,0,[]
ACYP2,0,[]
ACAT1,0,[]
ADA,0,[]
ADCYAP1,0,[]
ADCY2,0,[]
ADAR,0,[]
ADAMTSL3,0,[]
ADAMTS4,0,[]
ADAMTS2,0,[]
ADAMTS19,0,[]
ADAMTS12,0,[]
ADAMDEC1,0,[]
ADAM9,0,[]
ADAM33,0,[]
ADAM28,0,[]
ADAM17,0,[]
ADAM12,0,[]
ADAM10,0,[]
ACE2,0,[]
ACAP2,0,[]
ALG11,0,[]
ABCC8,0,[]
ABCC4,0,[]
ABCC3,0,[]
ABCC2,0,[]
ABCC12,0,[]
ABCC1,0,[]
ABCB6,0,[]
ABCB4,0,[]
ABCB1,0,[]
ABCA7,0,[]
ABCA4,0,[]
ABCA3,0,[]
ABCA1,0,[]
ABAT,0,[]
AARSD1,0,[]
AAR2,0,[]
ABCC6,0,[]
ABCC9,0,[]
ACACB,0,[]
ABCD1,0,[]
ACACA,0,[]
ACAA2,0,[]
ABTB2,0,[]
ABTB1,0,[]
ABO,0,[]
ABL2,0,[]
ABL1,0,[]
ABI3BP,0,[]
ABHD6,0,[]
ABHD11,0,[]
ABCG2,0,[]
ABCG1,0,[]
ABCF3,0,[]
ABCD4,0,[]
ABCD3,0,[]
ADCYAP1R1,0,[]
ADD1,0,[]
ADGRA1,0,[]
AIRE,0,[]
AIMP2,0,[]
AIM2,0,[]
AIFM1,0,[]
AIF1L,0,[]
AICDA,0,[]
AHSG,0,[]
AHRR,0,[]
AHCY,0,[]
AGXT,0,[]
AGTR2,0,[]
AGTR1,0,[]
AGRP,0,[]
AGR3,0,[]
AGO1,0,[]
AGMAT,0,[]
AIP,0,[]
AJAP1,0,[]
ADGRA2,0,[]
AKAP11,0,[]
ALDOA,0,[]
ALDH7A1,0,[]
ALDH3A2,0,[]
ALDH2,0,[]
ALDH1B1,0,[]
ALCAM,0,[]
ALAD,0,[]
AKTIP,0,[]
AKT3,0,[]
AKT2,0,[]
AKT1,0,[]
AKR1C3,0,[]
AKR1B1,0,[]
AKAP8,0,[]
AKAP4,0,[]
AGER,0,[]
AGAP3,0,[]
AGAP1,0,[]
AFM,0,[]
ADORA1,0,[]
ADNP,0,[]
ADM,0,[]
ADIPOR2,0,[]
ADIPOR1,0,[]
ADIPOQ,0,[]
ADGRL4,0,[]
ADGRL1,0,[]
ADGRG5,0,[]
ADGRE1,0,[]
ADGRD2,0,[]
ADGRD1,0,[]
ADGRB2,0,[]
ADGRB1,0,[]
ADGRA3,0,[]
ADORA2A,0,[]
ADORA2B,0,[]
ADORA3,0,[]
ADRB3,0,[]
AFG1L,0,[]
AFF2,0,[]
AFF1,0,[]
AFAP1L2,0,[]
AEBP1,0,[]
ADTRP,0,[]
ADRB2,0,[]
ADRA1A,0,[]
ADRB1,0,[]
ADRA2C,0,[]
ADRA2B,0,[]
ADRA2A,0,[]
ADRA1D,0,[]
ADRA1B,0,[]
ATP7B,0,[]
ATPSCKMT,0,[]
CCT7,0,[]
CAT,0,[]
CASS4,0,[]
CASR,0,[]
CASQ2,0,[]
CASP9,0,[]
CASP8AP2,0,[]
CASP8,0,[]
CASP7,0,[]
CASP6,0,[]
CASP3,0,[]
CASP2,0,[]
CASP10,0,[]
CASP1,0,[]
CASK,0,[]
CASC8,0,[]
CARTPT,0,[]
CASZ1,0,[]
CATSPER2,0,[]
CARF,0,[]
CAV2,0,[]
CBX1,0,[]
CBWD2,0,[]
CBSL,0,[]
CBS,0,[]
CBR1,0,[]
CBLN4,0,[]
CBLN3,0,[]
CBLN1,0,[]
CBLIF,0,[]
CBLB,0,[]
CBL,0,[]
CBFB,0,[]
CBARP,0,[]
CAVIN3,0,[]
CAVIN2,0,[]
CARM1,0,[]
CARD9,0,[]
CACNA1D,0,[]
CALM3,0,[]
CALCR,0,[]
CALCB,0,[]
CALCA,0,[]
CALB2,0,[]
CALB1,0,[]
CADM4,0,[]
CADM3,0,[]
CAD,0,[]
CACYBP,0,[]
CACUL1,0,[]
CACNG5,0,[]
CACNG4,0,[]
CACNG3,0,[]
CACNA2D1,0,[]
CACNA1H,0,[]
CALCRL,0,[]
CALML3,0,[]
CARD8,0,[]
CALR3,0,[]
CARD14,0,[]
CARD11,0,[]
CARD10,0,[]
CAPN3,0,[]
CAPN1,0,[]
CANX,0,[]
CAND1,0,[]
CAMSAP2,0,[]
CAMP,0,[]
CAMKV,0,[]
CAMK2G,0,[]
CAMK2D,0,[]
CAMK2B,0,[]
CAMK2A,0,[]
CAMK1,0,[]
CBX5,0,[]
CC2D1A,0,[]
CCAR2,0,[]
CCND3,0,[]
CCND1,0,[]
CCNB3,0,[]
CCNB2,0,[]
CCNB1,0,[]
CCNA2,0,[]
CCNA1,0,[]
CCN4,0,[]
CCN3,0,[]
CCN2,0,[]
CCN1,0,[]
CCL7,0,[]
CCL28,0,[]
CCL27,0,[]
CCL26,0,[]
CCL25,0,[]
CCND2,0,[]
CCNDBP1,0,[]
CCAT2,0,[]
CCNE1,0,[]
CCT6A,0,[]
CCT2,0,[]
CCRL2,0,[]
CCR9,0,[]
CCR8,0,[]
CCR7,0,[]
CCR6,0,[]
CCR5,0,[]
CCR4,0,[]
CCR3,0,[]
CCR2,0,[]
CCR1,0,[]
CCNY,0,[]
CCNT1,0,[]
CCNO,0,[]
CCL23,0,[]
CCL22,0,[]
CCL20,0,[]
CCL19,0,[]
CCDC57,0,[]
CCDC51,0,[]
CCDC50,0,[]
CCDC43,0,[]
CCDC33,0,[]
CCDC27,0,[]
CCDC170,0,[]
CCDC141,0,[]
CCDC14,0,[]
CCDC137,0,[]
CCDC124,0,[]
CCDC113,0,[]
CCDC103,0,[]
CCDC102B,0,[]
CCBE1,0,[]
CCDC6,0,[]
CCDC61,0,[]
CCDC62,0,[]
CCKBR,0,[]
CCL18,0,[]
CCL17,0,[]
CCL16,0,[]
CCL15,0,[]
CCL11,0,[]
CCL1,0,[]
CCKAR,0,[]
CCDC7,0,[]
CCK,0,[]
CCDC91,0,[]
CCDC9,0,[]
CCDC86,0,[]
CCDC80,0,[]
CCDC77,0,[]
CACNA1G,0,[]
CACNA1C,0,[]
ATR,0,[]
BCL2L11,0,[]
BCL2,0,[]
BCL11B,0,[]
BCL11A,0,[]
BCL10,0,[]
BCKDK,0,[]
BCHE,0,[]
BCCIP,0,[]
BCAS3,0,[]
BCAR4,0,[]
BCAR3,0,[]
BCAR1,0,[]
BCAN,0,[]
